"","SiteId","SiteName","MonitorDate","AQI","SO2SubIndex","COSubIndex","O3SubIndex","PM10SubIndex","NO2SubIndex","O38SubIndex","PM25SubIndex"
"653",37,"斗六","2017-02-02",70,4,5,NA,38,16,40,70
"654",37,"斗六","2017-02-01",50,3,3,NA,35,13,35,50
"655",37,"斗六","2017-01-31",56,4,3,NA,37,13,43,56
"656",37,"斗六","2017-01-30",102,6,6,NA,52,12,43,102
"657",37,"斗六","2017-01-28",102,9,5,NA,49,21,61,102
"658",37,"斗六","2017-01-29",100,4,5,NA,53,20,54,100
"659",37,"斗六","2017-01-27",99,6,6,NA,55,25,58,99
"660",37,"斗六","2017-01-26",84,9,6,NA,52,27,58,84
"661",37,"斗六","2017-01-25",71,7,3,NA,39,23,36,71
"662",37,"斗六","2017-01-24",111,7,6,NA,57,25,43,111
"663",37,"斗六","2017-01-23",140,7,6,NA,68,25,46,140
"664",37,"斗六","2017-01-22",94,4,5,NA,52,18,54,94
"665",37,"斗六","2017-01-21",102,6,5,NA,53,21,41,102
"666",37,"斗六","2017-01-20",85,6,7,NA,42,25,35,85
"667",37,"斗六","2017-01-19",99,9,6,NA,54,30,46,99
"668",37,"斗六","2017-01-18",84,9,5,NA,54,20,45,84
"669",37,"斗六","2017-01-17",91,10,6,NA,48,24,43,91
"670",37,"斗六","2017-01-16",55,6,5,NA,28,26,29,55
"671",37,"斗六","2017-01-15",77,3,5,NA,37,17,28,77
"672",37,"斗六","2017-01-14",74,4,7,NA,29,20,24,74
"673",37,"斗六","2017-01-12",109,7,7,NA,61,26,43,109
"674",37,"斗六","2017-01-13",76,6,8,NA,43,28,21,76
"675",37,"斗六","2017-01-11",134,9,8,NA,63,27,61,134
"676",37,"斗六","2017-01-10",128,9,7,NA,62,28,74,128
"677",37,"斗六","2017-01-09",85,6,7,NA,47,26,47,85
"678",37,"斗六","2017-01-08",94,13,8,NA,53,31,47,94
"679",37,"斗六","2017-01-07",158,7,7,NA,81,39,46,158
"680",37,"斗六","2017-01-06",156,9,6,NA,75,29,46,156
"681",37,"斗六","2017-01-05",128,9,6,NA,71,28,48,128
"682",37,"斗六","2017-01-04",103,10,6,NA,59,30,50,103
"683",37,"斗六","2017-01-03",135,9,6,NA,69,30,51,135
"684",37,"斗六","2017-01-02",137,9,6,NA,70,25,49,137
"685",37,"斗六","2017-01-01",114,11,7,NA,64,25,74,114
"686",37,"斗六","2016-12-31",107,7,8,NA,63,49,58,107
"687",37,"斗六","2016-12-30",82,9,6,NA,52,36,35,82
"688",37,"斗六","2016-12-28",37,4,5,NA,25,29,23,37
"689",37,"斗六","2016-12-29",52,6,5,NA,31,19,31,52
"690",37,"斗六","2016-12-26",152,7,7,NA,78,35,35,152
"691",37,"斗六","2016-12-27",73,4,6,NA,66,23,23,73
"692",37,"斗六","2016-12-25",133,9,7,NA,71,24,74,133
"693",37,"斗六","2016-12-24",151,10,8,NA,74,44,74,151
"694",37,"斗六","2016-12-22",93,7,6,NA,61,24,29,93
"695",37,"斗六","2016-12-23",109,6,8,NA,57,42,61,109
"696",37,"斗六","2016-12-21",133,7,6,NA,71,23,45,133
"697",37,"斗六","2016-12-20",123,7,7,NA,68,30,112,123
"698",37,"斗六","2016-12-19",132,5,8,NA,64,35,61,132
"699",37,"斗六","2016-12-18",128,4,7,NA,64,28,61,128
"700",66,"冬山","2016-12-18",32,3,4,NA,27,20,32,13
"701",66,"冬山","2016-12-19",30,2,6,NA,30,25,24,16
"702",66,"冬山","2016-12-20",30,3,6,NA,29,30,18,16
"703",66,"冬山","2016-12-22",31,4,6,NA,31,14,14,17
"704",66,"冬山","2016-12-21",29,3,6,NA,29,17,7,24
"705",66,"冬山","2016-12-23",85,4,6,NA,71,19,25,85
"706",66,"冬山","2016-12-24",58,7,5,NA,58,24,20,57
"707",66,"冬山","2016-12-26",39,4,3,NA,39,14,12,31
"708",66,"冬山","2016-12-25",37,4,5,NA,37,17,11,22
"709",66,"冬山","2016-12-28",33,3,2,NA,18,12,33,10
"710",66,"冬山","2016-12-27",31,3,6,NA,31,15,20,12
"711",66,"冬山","2016-12-29",33,4,2,NA,31,23,33,10
"712",66,"冬山","2016-12-30",37,3,5,NA,37,25,29,26
"713",66,"冬山","2016-12-31",32,6,5,NA,32,20,31,18
"714",66,"冬山","2017-01-01",28,3,2,NA,24,15,28,19
"715",66,"冬山","2017-01-02",40,4,3,NA,36,17,39,40
"716",66,"冬山","2017-01-03",36,3,3,NA,26,20,30,36
"717",66,"冬山","2017-01-04",33,33,3,NA,20,21,26,18
"718",66,"冬山","2017-01-05",44,6,5,NA,32,17,25,44
"719",66,"冬山","2017-01-06",78,10,6,NA,55,23,31,78
"720",66,"冬山","2017-01-07",45,6,5,NA,36,22,29,45
"721",66,"冬山","2017-01-08",40,6,6,NA,38,22,35,40
"722",66,"冬山","2017-01-09",61,6,7,NA,50,19,33,61
"723",66,"冬山","2017-01-10",75,3,6,NA,51,21,35,75
"724",66,"冬山","2017-01-11",76,3,6,NA,50,24,31,76
"725",66,"冬山","2017-01-13",37,3,7,NA,24,17,37,19
"726",66,"冬山","2017-01-12",47,6,6,NA,37,18,34,47
"727",66,"冬山","2017-01-14",60,4,5,NA,36,21,42,60
"728",66,"冬山","2017-01-15",38,4,2,NA,16,13,38,15
"729",66,"冬山","2017-01-16",34,3,2,NA,18,18,34,8
"730",66,"冬山","2017-01-17",26,3,5,NA,23,26,24,19
"731",66,"冬山","2017-01-18",33,10,6,NA,33,25,31,29
"732",66,"冬山","2017-01-19",36,6,6,NA,36,22,33,34
"733",66,"冬山","2017-01-20",54,3,6,NA,47,14,42,54
"734",66,"冬山","2017-01-21",41,4,3,NA,41,10,41,35
"735",66,"冬山","2017-01-22",54,3,5,NA,50,11,54,46
"736",66,"冬山","2017-01-23",59,3,3,NA,47,25,37,59
"737",66,"冬山","2017-01-24",39,3,2,NA,13,19,39,13
"738",66,"冬山","2017-01-25",42,3,3,NA,16,18,42,15
"739",66,"冬山","2017-01-26",42,3,3,NA,33,14,42,39
"740",66,"冬山","2017-01-28",39,4,3,NA,25,12,39,32
"741",66,"冬山","2017-01-27",41,4,3,NA,31,11,41,34
"742",66,"冬山","2017-01-29",43,4,3,NA,23,8,43,29
"743",66,"冬山","2017-01-30",35,3,5,NA,27,8,35,30
"744",66,"冬山","2017-01-31",38,3,2,NA,10,7,38,9
"745",66,"冬山","2017-02-01",35,4,2,NA,21,6,35,13
"746",66,"冬山","2017-02-02",35,1,3,NA,24,8,35,28
"747",66,"冬山","2017-02-03",38,3,5,NA,26,18,38,31
"748",66,"冬山","2017-02-05",41,6,5,NA,32,11,36,41
"749",66,"冬山","2017-02-04",36,4,5,NA,28,19,28,36
"750",14,"古亭","2017-02-05",89,9,7,NA,37,30,31,89
"751",14,"古亭","2017-02-04",82,6,10,NA,32,43,31,82
"752",14,"古亭","2017-02-03",39,4,7,NA,15,37,32,39
"753",14,"古亭","2017-02-02",56,7,6,NA,21,21,33,56
"754",14,"古亭","2017-02-01",39,7,3,NA,14,13,33,39
"755",14,"古亭","2017-01-31",39,6,2,NA,13,11,39,36
"756",14,"古亭","2017-01-30",63,6,6,NA,24,23,33,63
"757",14,"古亭","2017-01-28",43,6,5,NA,15,21,42,43
"758",14,"古亭","2017-01-29",113,11,9,NA,43,43,43,113
"759",14,"古亭","2017-01-27",45,10,5,NA,19,26,40,45
"760",14,"古亭","2017-01-26",58,4,5,NA,27,24,40,58
"761",14,"古亭","2017-01-25",54,6,6,NA,18,29,35,54
"762",14,"古亭","2017-01-24",46,7,5,NA,18,27,39,46
"763",14,"古亭","2017-01-23",75,4,5,NA,44,19,44,75
"764",14,"古亭","2017-01-22",72,7,5,NA,37,23,48,72
"765",14,"古亭","2017-01-21",57,6,7,NA,31,30,35,57
"766",14,"古亭","2017-01-20",73,6,8,NA,35,27,31,73
"767",14,"古亭","2017-01-19",42,3,7,NA,23,35,24,42
"768",14,"古亭","2017-01-18",63,7,9,NA,37,42,27,63
"769",14,"古亭","2017-01-17",35,4,8,NA,19,35,31,33
"770",14,"古亭","2017-01-16",35,6,5,NA,16,19,31,35
"771",14,"古亭","2017-01-15",39,13,3,NA,15,25,39,38
"772",14,"古亭","2017-01-14",91,7,7,NA,39,22,41,91
"773",14,"古亭","2017-01-13",43,10,9,NA,17,30,31,43
"774",14,"古亭","2017-01-12",51,11,6,NA,23,30,30,51
"775",14,"古亭","2017-01-11",82,11,6,NA,36,23,40,82
"776",14,"古亭","2017-01-10",93,4,7,NA,39,28,39,93
"777",14,"古亭","2017-01-09",78,7,8,NA,35,25,32,78
"778",14,"古亭","2017-01-08",68,6,8,NA,29,24,31,68
"779",14,"古亭","2017-01-07",91,6,9,NA,43,35,33,91
"780",14,"古亭","2017-01-06",118,13,10,NA,57,39,23,118
"781",14,"古亭","2017-01-05",119,13,12,NA,58,61,44,119
"782",14,"古亭","2017-01-04",33,4,6,NA,18,26,28,33
"783",14,"古亭","2017-01-03",52,4,6,NA,22,28,29,52
"784",14,"古亭","2017-01-02",68,7,6,NA,31,29,44,68
"785",14,"古亭","2017-01-01",40,3,5,NA,17,27,36,40
"786",14,"古亭","2016-12-31",37,3,5,NA,19,22,29,37
"787",14,"古亭","2016-12-30",57,3,5,NA,34,20,37,57
"788",14,"古亭","2016-12-28",31,3,5,NA,19,26,31,30
"789",14,"古亭","2016-12-29",48,6,5,NA,30,28,31,48
"790",14,"古亭","2016-12-26",80,9,11,NA,47,47,54,80
"791",14,"古亭","2016-12-27",51,4,8,NA,25,24,22,51
"792",14,"古亭","2016-12-25",40,3,5,NA,27,20,36,40
"793",14,"古亭","2016-12-24",61,3,5,NA,40,24,46,61
"794",14,"古亭","2016-12-22",60,9,9,NA,33,35,19,60
"795",14,"古亭","2016-12-23",106,7,8,NA,60,25,44,106
"796",14,"古亭","2016-12-21",60,7,9,NA,39,38,31,60
"797",14,"古亭","2016-12-20",31,1,6,NA,11,31,25,16
"798",14,"古亭","2016-12-19",36,2,10,NA,20,36,31,34
"799",14,"古亭","2016-12-18",36,2,7,NA,19,35,36,30
"800",54,"左營","2016-12-18",152,5,7,NA,73,32,129,152
"801",54,"左營","2016-12-19",153,6,7,NA,74,37,115,153
"802",54,"左營","2016-12-20",158,8,10,NA,87,36,143,158
"803",54,"左營","2016-12-21",142,7,9,NA,69,35,61,142
"804",54,"左營","2016-12-23",118,9,9,NA,61,27,118,98
"805",54,"左營","2016-12-22",135,7,8,NA,68,36,39,135
"806",54,"左營","2016-12-24",157,19,10,NA,100,33,100,157
"807",54,"左營","2016-12-25",121,11,8,NA,73,30,90,121
"808",54,"左營","2016-12-26",157,10,8,NA,85,27,71,157
"809",54,"左營","2016-12-28",82,6,8,NA,52,32,15,82
"810",54,"左營","2016-12-27",126,7,7,NA,90,23,24,126
"811",54,"左營","2016-12-29",79,6,6,NA,51,37,23,79
"812",54,"左營","2016-12-30",106,13,8,NA,67,36,40,106
"813",54,"左營","2016-12-31",139,10,9,NA,82,30,84,139
"814",54,"左營","2017-01-01",111,14,12,NA,80,38,101,111
"815",54,"左營","2017-01-02",156,6,7,NA,93,26,101,156
"816",54,"左營","2017-01-03",152,7,8,NA,86,38,104,152
"817",54,"左營","2017-01-04",149,10,8,NA,85,38,100,149
"818",54,"左營","2017-01-05",122,6,7,NA,68,27,51,122
"819",54,"左營","2017-01-06",152,13,8,NA,78,25,50,152
"820",54,"左營","2017-01-07",152,13,8,NA,78,40,74,152
"821",54,"左營","2017-01-08",109,6,6,NA,62,25,84,109
"822",54,"左營","2017-01-09",128,11,11,NA,87,33,80,128
"823",54,"左營","2017-01-10",147,11,11,NA,87,34,100,147
"824",54,"左營","2017-01-11",156,10,10,NA,95,32,129,156
"825",54,"左營","2017-01-12",125,10,8,NA,81,26,80,125
"826",54,"左營","2017-01-13",143,9,10,NA,77,41,47,143
"827",54,"左營","2017-01-14",109,9,9,NA,56,34,32,109
"828",54,"左營","2017-01-15",132,7,8,NA,68,26,44,132
"829",54,"左營","2017-01-16",74,10,6,NA,57,37,42,74
"830",54,"左營","2017-01-17",102,11,7,NA,71,38,54,102
"831",54,"左營","2017-01-18",107,6,6,NA,71,30,90,107
"832",54,"左營","2017-01-19",107,7,7,NA,65,32,64,107
"833",54,"左營","2017-01-20",132,6,9,NA,86,33,45,132
"834",54,"左營","2017-01-21",139,6,8,NA,86,27,42,139
"835",54,"左營","2017-01-22",108,7,6,NA,82,25,58,108
"836",54,"左營","2017-01-23",141,13,9,NA,96,37,90,141
"837",54,"左營","2017-01-24",147,11,10,NA,98,38,54,147
"838",54,"左營","2017-01-25",112,9,7,NA,74,30,48,112
"839",54,"左營","2017-01-26",98,6,6,NA,66,32,97,98
"840",54,"左營","2017-01-27",110,6,7,NA,73,28,74,110
"841",54,"左營","2017-01-28",100,10,7,NA,64,31,100,96
"842",54,"左營","2017-01-29",115,13,6,NA,62,23,97,115
"843",54,"左營","2017-01-30",124,23,7,NA,84,26,97,124
"844",54,"左營","2017-01-31",81,6,6,NA,59,26,44,81
"845",54,"左營","2017-02-01",75,6,6,NA,66,23,40,75
"846",54,"左營","2017-02-02",80,7,7,NA,69,31,54,80
"847",54,"左營","2017-02-03",120,9,9,NA,78,33,77,120
"848",54,"左營","2017-02-04",143,10,8,NA,91,36,37,143
"849",54,"左營","2017-02-05",140,6,8,NA,78,35,37,140
"850",20,"平鎮","2017-02-05",70,7,7,NA,47,25,33,70
"851",20,"平鎮","2017-02-04",62,6,5,NA,51,28,30,62
"852",20,"平鎮","2017-02-03",39,6,6,NA,25,30,39,34
"853",20,"平鎮","2017-02-02",42,9,6,NA,31,17,36,42
"854",20,"平鎮","2017-02-01",32,10,3,NA,27,13,32,17
"855",20,"平鎮","2017-01-31",38,4,3,NA,20,10,38,31
"856",20,"平鎮","2017-01-30",62,6,5,NA,40,32,31,62
"857",20,"平鎮","2017-01-29",89,6,6,NA,53,36,43,89
"858",20,"平鎮","2017-01-28",44,3,5,NA,36,31,44,43
"859",20,"平鎮","2017-01-27",72,9,8,NA,41,27,44,72
"860",20,"平鎮","2017-01-26",43,3,5,NA,40,17,43,41
"861",20,"平鎮","2017-01-25",42,6,5,NA,36,21,35,42
"862",20,"平鎮","2017-01-24",38,6,5,NA,29,17,38,33
"863",20,"平鎮","2017-01-23",59,4,5,NA,54,15,43,59
"864",20,"平鎮","2017-01-22",62,7,5,NA,44,21,51,62
"865",20,"平鎮","2017-01-21",54,6,7,NA,54,38,36,53
"866",20,"平鎮","2017-01-20",60,6,7,NA,48,24,33,60
"867",20,"平鎮","2017-01-19",27,3,5,NA,26,24,27,26
"868",20,"平鎮","2017-01-18",45,7,6,NA,44,35,29,45
"869",20,"平鎮","2017-01-17",37,13,9,NA,29,37,36,31
"870",20,"平鎮","2017-01-16",31,7,5,NA,24,18,31,22
"871",20,"平鎮","2017-01-15",36,9,3,NA,19,16,36,23
"872",20,"平鎮","2017-01-14",67,7,7,NA,38,21,35,67
"873",20,"平鎮","2017-01-13",31,4,8,NA,18,31,29,28
"874",20,"平鎮","2017-01-12",35,9,6,NA,33,25,28,35
"875",20,"平鎮","2017-01-11",73,10,6,NA,47,22,39,73
"876",20,"平鎮","2017-01-10",82,7,7,NA,49,35,38,82
"877",20,"平鎮","2017-01-09",62,10,8,NA,39,25,34,62
"878",20,"平鎮","2017-01-08",45,9,7,NA,34,25,25,45
"879",20,"平鎮","2017-01-07",70,9,7,NA,50,30,34,70
"880",20,"平鎮","2017-01-06",97,10,6,NA,59,31,32,97
"881",20,"平鎮","2017-01-05",105,7,7,NA,61,41,35,105
"882",20,"平鎮","2017-01-04",44,9,6,NA,31,32,37,44
"883",20,"平鎮","2017-01-03",32,9,5,NA,28,25,31,32
"884",20,"平鎮","2017-01-02",63,9,6,NA,44,41,37,63
"885",20,"平鎮","2017-01-01",43,9,9,NA,31,36,42,43
"886",20,"平鎮","2016-12-31",37,6,5,NA,24,27,37,30
"887",20,"平鎮","2016-12-30",52,6,6,NA,35,17,36,52
"888",20,"平鎮","2016-12-28",31,6,5,NA,21,28,31,26
"889",20,"平鎮","2016-12-29",32,6,5,NA,32,25,31,30
"890",20,"平鎮","2016-12-26",97,10,7,NA,59,32,42,97
"891",20,"平鎮","2016-12-27",46,9,6,NA,34,27,25,46
"892",20,"平鎮","2016-12-25",45,6,7,NA,34,34,45,37
"893",20,"平鎮","2016-12-24",52,4,5,NA,48,17,44,52
"894",20,"平鎮","2016-12-22",35,11,8,NA,NA,35,19,NA
"895",20,"平鎮","2016-12-23",90,11,7,NA,63,15,45,90
"896",20,"平鎮","2016-12-21",86,13,9,NA,63,42,67,86
"897",20,"平鎮","2016-12-20",52,5,11,NA,37,39,31,52
"898",20,"平鎮","2016-12-19",92,6,12,NA,55,61,54,92
"899",20,"平鎮","2016-12-18",55,5,11,NA,34,47,44,55
"900",70,"永和","2016-12-18",39,3,14,NA,18,39,NA,28
"901",70,"永和","2016-12-19",43,4,18,NA,19,43,NA,34
"902",70,"永和","2016-12-20",30,1,10,NA,10,30,NA,13
"903",70,"永和","2016-12-22",59,9,18,NA,31,40,NA,59
"904",70,"永和","2016-12-21",64,9,16,NA,39,51,NA,64
"905",70,"永和","2016-12-23",106,9,9,NA,57,24,NA,106
"906",70,"永和","2016-12-24",58,3,6,NA,39,19,NA,58
"907",70,"永和","2016-12-26",77,10,24,NA,44,56,NA,77
"908",70,"永和","2016-12-25",32,3,6,NA,21,18,NA,32
"909",70,"永和","2016-12-28",21,6,6,NA,15,21,NA,21
"910",70,"永和","2016-12-27",44,4,9,NA,21,24,NA,44
"911",70,"永和","2016-12-29",33,6,7,NA,24,25,NA,33
"912",70,"永和","2016-12-30",48,4,6,NA,31,18,NA,48
"913",70,"永和","2016-12-31",23,3,7,NA,13,20,NA,23
"914",70,"永和","2017-01-01",28,3,7,NA,12,28,NA,28
"915",70,"永和","2017-01-02",63,7,11,NA,27,37,NA,63
"916",70,"永和","2017-01-03",36,3,8,NA,19,27,NA,36
"917",70,"永和","2017-01-04",26,4,8,NA,13,26,NA,25
"918",70,"永和","2017-01-05",113,11,25,NA,53,72,NA,113
"919",70,"永和","2017-01-06",111,11,15,NA,54,40,NA,111
"920",70,"永和","2017-01-07",87,7,18,NA,44,44,NA,87
"921",70,"永和","2017-01-08",64,6,12,NA,30,32,NA,64
"922",70,"永和","2017-01-09",79,6,10,NA,39,22,NA,79
"923",70,"永和","2017-01-11",81,11,8,NA,39,23,NA,81
"924",70,"永和","2017-01-10",93,4,8,NA,42,25,NA,93
"925",70,"永和","2017-01-12",44,11,10,NA,20,29,NA,44
"926",70,"永和","2017-01-13",49,11,12,NA,15,29,NA,49
"927",70,"永和","2017-01-14",80,6,8,NA,38,23,NA,80
"928",70,"永和","2017-01-15",20,13,5,NA,12,20,NA,19
"929",70,"永和","2017-01-16",23,7,7,NA,15,23,NA,17
"930",70,"永和","2017-01-17",37,6,11,NA,17,37,NA,23
"931",70,"永和","2017-01-18",59,10,20,NA,34,51,NA,59
"932",70,"永和","2017-01-19",34,4,17,NA,20,34,NA,32
"933",70,"永和","2017-01-20",64,4,14,NA,39,33,NA,64
"934",70,"永和","2017-01-21",47,6,8,NA,31,30,NA,47
"935",70,"永和","2017-01-22",63,6,6,NA,40,25,NA,63
"936",70,"永和","2017-01-23",62,4,6,NA,44,18,NA,62
"937",70,"永和","2017-01-24",28,9,6,NA,20,23,NA,28
"938",70,"永和","2017-01-25",35,6,8,NA,19,27,NA,35
"939",70,"永和","2017-01-26",44,7,6,NA,28,23,NA,44
"940",70,"永和","2017-01-27",37,10,9,NA,22,30,NA,37
"941",70,"永和","2017-01-28",44,6,9,NA,18,28,NA,44
"942",70,"永和","2017-01-29",108,11,16,NA,45,44,NA,108
"943",70,"永和","2017-01-30",66,3,8,NA,26,28,NA,66
"944",70,"永和","2017-01-31",20,4,3,NA,16,9,NA,20
"945",70,"永和","2017-02-01",29,7,5,NA,16,12,NA,29
"946",70,"永和","2017-02-02",53,9,8,NA,27,22,NA,53
"947",70,"永和","2017-02-03",34,4,9,NA,18,34,NA,27
"948",70,"永和","2017-02-04",76,6,19,NA,41,46,NA,76
"949",70,"永和","2017-02-05",89,51,10,NA,52,31,NA,89
"950",45,"安南","2017-02-05",111,4,6,NA,71,23,35,111
"951",45,"安南","2017-02-04",89,7,5,NA,77,24,28,89
"952",45,"安南","2017-02-03",79,6,7,NA,63,21,49,79
"953",45,"安南","2017-02-02",66,4,5,NA,63,14,43,66
"954",45,"安南","2017-02-01",57,6,3,NA,57,13,35,53
"955",45,"安南","2017-01-31",58,4,5,NA,57,12,40,58
"956",45,"安南","2017-01-30",99,6,5,NA,74,14,49,99
"957",45,"安南","2017-01-29",108,7,5,NA,66,16,58,108
"958",45,"安南","2017-01-28",91,7,6,NA,60,20,61,91
"959",45,"安南","2017-01-27",82,7,6,NA,64,24,50,82
"960",45,"安南","2017-01-26",68,6,3,NA,57,14,61,68
"961",45,"安南","2017-01-25",59,9,5,NA,59,25,38,57
"962",45,"安南","2017-01-24",92,9,7,NA,76,26,46,92
"963",45,"安南","2017-01-23",112,9,6,NA,79,23,61,112
"964",45,"安南","2017-01-22",77,7,5,NA,71,19,50,77
"965",45,"安南","2017-01-21",101,7,5,NA,71,25,38,101
"966",45,"安南","2017-01-20",88,6,7,NA,78,22,39,88
"967",45,"安南","2017-01-19",86,7,6,NA,59,24,45,86
"968",45,"安南","2017-01-18",70,3,5,NA,59,20,44,70
"969",45,"安南","2017-01-17",68,10,7,NA,59,25,44,68
"970",45,"安南","2017-01-16",53,7,5,NA,47,25,32,53
"971",45,"安南","2017-01-15",86,7,6,NA,54,21,38,86
"972",45,"安南","2017-01-14",84,9,7,NA,44,21,31,84
"973",45,"安南","2017-01-13",95,9,8,NA,64,28,34,95
"974",45,"安南","2017-01-12",103,7,6,NA,69,23,48,103
"975",45,"安南","2017-01-10",112,7,8,NA,74,30,50,112
"976",45,"安南","2017-01-11",124,7,8,NA,75,32,77,124
"977",45,"安南","2017-01-09",78,7,8,NA,71,26,47,78
"978",45,"安南","2017-01-08",113,6,7,NA,68,27,54,113
"979",45,"安南","2017-01-07",135,7,6,NA,77,31,48,135
"980",45,"安南","2017-01-06",151,6,7,NA,85,26,44,151
"981",45,"安南","2017-01-05",104,7,6,NA,65,27,44,104
"982",45,"安南","2017-01-04",109,11,6,NA,71,25,74,109
"983",45,"安南","2017-01-03",118,6,7,NA,84,25,47,118
"984",45,"安南","2017-01-02",136,4,5,NA,82,17,54,136
"985",45,"安南","2017-01-01",93,7,7,NA,63,21,93,88
"986",45,"安南","2016-12-31",93,11,8,NA,58,34,44,93
"987",45,"安南","2016-12-30",80,6,6,NA,55,24,36,80
"988",45,"安南","2016-12-28",46,4,6,NA,34,30,20,46
"989",45,"安南","2016-12-29",45,6,5,NA,41,25,31,45
"990",45,"安南","2016-12-26",127,4,6,NA,74,28,46,127
"991",45,"安南","2016-12-27",103,4,6,NA,103,21,22,90
"992",45,"安南","2016-12-25",87,9,6,NA,62,26,87,87
"993",45,"安南","2016-12-24",144,11,9,NA,85,36,74,144
"994",45,"安南","2016-12-22",93,4,6,NA,78,25,31,93
"995",45,"安南","2016-12-23",105,7,8,NA,78,35,71,105
"996",45,"安南","2016-12-20",151,4,6,NA,82,26,64,151
"997",45,"安南","2016-12-21",131,11,7,NA,76,28,44,131
"998",45,"安南","2016-12-19",130,5,7,NA,71,30,46,130
"999",45,"安南","2016-12-18",133,6,8,NA,71,40,93,133
